txn_id,customer_id,txn_date,amount,category
71,800,2024-01-12,5919,POS
72,340,2024-02-01,16160,POS
73,129,2024-02-25,23806,Online
74,438,2024-01-24,17760,POS
75,751,2024-01-13,15798,POS
76,501,2024-01-20,15824,POS
77,58,2024-03-19,6611,POS
78,198,2024-02-25,8274,POS
79,211,2024-02-22,10552,Online
80,45,2024-03-08,15203,Online
81,97,2024-02-23,9423,POS
82,279,2024-02-03,19872,Online
83,535,2024-01-28,12918,Online
84,410,2024-02-19,1515,POS
85,461,2024-01-02,17476,POS
86,391,2024-01-26,21753,POS
87,44,2024-02-20,24882,POS
88,27,2024-02-16,19664,Online
89,794,2024-01-26,9136,POS
90,97,2024-03-24,13967,ATM
91,548,2024-03-24,6666,Online
92,621,2024-03-15,15385,POS
93,567,2024-03-14,5290,Online
94,704,2024-03-01,4440,POS
95,219,2024-01-23,16995,POS
96,185,2024-02-06,24889,Online
97,69,2024-02-10,15110,POS
98,130,2024-02-21,2646,POS
99,567,2024-03-23,3546,Online
100,609,2024-03-22,12611,Online
101,599,2024-02-18,16669,POS
102,631,2024-01-27,7949,POS
103,720,2024-01-06,4342,Online
104,334,2024-03-14,16270,Online
105,154,2024-03-06,14387,POS
106,547,2024-01-24,7287,ATM
107,79,2024-02-07,23952,Online
108,579,2024-01-28,15835,Online
109,413,2024-01-28,22418,ATM
110,546,2024-03-06,16007,ATM
111,609,2024-03-01,10397,POS
112,169,2024-02-15,12471,POS
113,681,2024-03-09,17387,Online
114,663,2024-03-15,14924,ATM
115,583,2024-03-14,23303,Online
116,515,2024-02-12,22669,POS
117,314,2024-02-28,9461,Online
118,32,2024-01-02,13679,POS
119,287,2024-01-15,16004,ATM
120,594,2024-02-06,12533,POS
121,43,2024-03-11,13027,ATM
122,617,2024-01-20,20766,POS
123,1,2024-02-04,9800,ATM
124,573,2024-02-03,12132,POS
125,270,2024-03-26,16848,Online
126,180,2024-01-31,12240,ATM
127,736,2024-03-27,19677,Online
128,518,2024-01-19,16327,Online
129,103,2024-03-08,21382,POS
130,10,2024-01-24,24727,POS
131,583,2024-03-24,12673,Online
132,90,2024-02-08,16909,POS
133,226,2024-02-23,1406,Online
134,670,2024-02-08,9896,Online
135,740,2024-01-17,13914,POS
136,126,2024-01-19,1640,POS
137,209,2024-02-17,21768,POS
138,97,2024-02-04,9347,POS
139,74,2024-02-01,16467,ATM
140,627,2024-02-16,8946,Online
141,191,2024-02-16,5336,POS
142,682,2024-03-04,11646,POS
143,716,2024-02-15,12531,Online
144,56,2024-02-04,24724,POS
145,720,2024-01-17,13388,POS
146,553,2024-02-11,6019,POS
147,32,2024-01-29,8269,Online
148,527,2024-03-10,12969,POS
149,574,2024-01-17,18620,POS
150,667,2024-03-21,5760,ATM
151,284,2024-01-14,13053,POS
152,721,2024-01-24,10659,Online
153,494,2024-02-26,3829,POS
154,187,2024-02-19,11857,POS
155,498,2024-02-26,5514,POS
156,442,2024-03-01,19040,POS
157,130,2024-02-08,8862,POS
158,639,2024-02-24,17954,POS
159,292,2024-02-05,7829,POS
160,114,2024-02-06,11524,POS
161,199,2024-01-14,17758,Online
162,13,2024-01-27,16694,Online
163,271,2024-03-23,20143,Online
164,601,2024-01-31,6892,Online
165,215,2024-03-13,9418,ATM
166,444,2024-03-21,11946,POS
167,790,2024-03-23,15572,POS
168,512,2024-02-13,19817,POS
169,447,2024-03-08,12831,Online
170,715,2024-02-17,1672,Online
171,74,2024-02-26,14799,Online
172,537,2024-03-15,5072,POS
173,101,2024-01-22,10773,Online
174,176,2024-01-04,13891,POS
175,427,2024-03-21,11682,POS
176,117,2024-03-12,4953,Online
177,166,2024-02-15,2033,POS
178,41,2024-02-28,6128,POS
179,429,2024-02-03,8845,Online
180,344,2024-01-11,7016,Online
181,424,2024-01-31,17324,POS
182,366,2024-01-11,7456,POS
183,120,2024-02-25,18964,ATM
184,609,2024-02-07,10749,POS
185,657,2024-01-21,15262,POS
186,728,2024-01-10,9835,POS
187,229,2024-01-26,20264,Online
188,130,2024-03-31,10140,POS
189,352,2024-01-08,2601,POS
190,318,2024-01-08,13311,POS
191,649,2024-02-29,11563,POS
192,337,2024-03-12,12632,POS
193,273,2024-02-03,23761,Online
194,117,2024-01-16,18590,ATM
195,368,2024-01-13,10178,ATM
196,94,2024-03-27,17993,Online
197,168,2024-03-16,18346,Online
198,715,2024-03-31,1109,Online
199,341,2024-01-22,960,Online
200,661,2024-01-27,23222,Online
201,695,2024-03-04,5812,POS
202,152,2024-01-02,3440,POS
203,586,2024-01-26,730,ATM
204,274,2024-03-23,9751,ATM
205,554,2024-03-09,10419,Online
206,496,2024-03-24,16416,ATM
207,724,2024-01-30,2760,Online
208,101,2024-01-08,18761,Online
209,557,2024-02-07,5303,POS
210,82,2024-03-01,24290,Online
211,529,2024-03-21,18121,Online
212,73,2024-03-05,9665,ATM
213,14,2024-03-07,2981,POS
214,433,2024-02-15,17530,Online
215,157,2024-03-30,5457,Online
216,735,2024-03-12,21681,POS
217,132,2024-02-12,19095,POS
218,338,2024-02-28,2388,Online
219,404,2024-02-15,6263,POS
220,376,2024-03-12,15815,Online
221,559,2024-02-04,1081,POS
222,107,2024-02-08,2047,POS
223,620,2024-02-20,6799,POS
224,265,2024-01-04,18559,POS
225,205,2024-03-20,23161,POS
226,79,2024-03-17,22310,ATM
227,155,2024-03-24,4768,POS
228,783,2024-02-20,16514,ATM
229,247,2024-01-05,7363,ATM
230,531,2024-02-24,11356,ATM
231,538,2024-01-20,23166,POS
232,729,2024-01-24,11455,Online
233,154,2024-02-05,11520,POS
234,154,2024-02-03,2416,POS
235,686,2024-02-23,5901,Online
236,92,2024-02-03,24601,POS
237,433,2024-03-23,19192,ATM
238,338,2024-01-17,11980,Online
239,480,2024-01-05,10894,POS
240,693,2024-03-29,5009,POS
241,131,2024-01-18,22929,Online
242,450,2024-02-24,16762,Online
243,787,2024-02-22,14592,Online
244,273,2024-02-19,7971,POS
245,588,2024-03-12,24555,POS
246,177,2024-03-31,2129,POS
247,696,2024-03-19,14506,POS
248,643,2024-02-14,19132,POS
249,49,2024-01-13,21418,POS
250,567,2024-01-16,14444,POS
251,666,2024-03-26,311,Online
252,355,2024-03-24,11611,Online
253,712,2024-01-13,24532,POS
254,308,2024-01-20,17298,Online
255,630,2024-03-06,11316,Online
256,775,2024-02-16,22618,Online
257,46,2024-01-19,15907,Online
258,302,2024-02-14,17965,POS
259,408,2024-02-06,3327,POS
260,189,2024-02-23,13300,POS
261,129,2024-01-06,24067,POS
262,561,2024-01-14,11403,Online
263,537,2024-01-04,1408,Online
264,266,2024-03-26,11517,POS
265,118,2024-02-24,236,Online
266,464,2024-02-03,18412,Online
267,144,2024-01-27,11452,POS
268,442,2024-01-07,19925,ATM
269,200,2024-01-03,7206,POS
270,157,2024-02-16,15267,ATM
271,487,2024-01-02,24259,POS
272,134,2024-03-20,5547,POS
273,148,2024-01-25,24474,Online
274,336,2024-02-29,1009,ATM
275,71,2024-03-19,4318,POS
276,233,2024-01-24,18110,Online
277,334,2024-01-15,13283,Online
278,666,2024-01-14,17079,POS
279,90,2024-02-23,13387,POS
280,334,2024-03-18,624,POS
281,199,2024-01-06,19331,POS
282,161,2024-03-18,2182,Online
283,538,2024-03-21,18052,ATM
284,121,2024-01-18,24312,Online
285,301,2024-01-20,16118,ATM
286,724,2024-03-02,23354,POS
287,575,2024-03-21,15598,POS
288,436,2024-03-20,12192,Online
289,68,2024-02-09,1433,Online
290,765,2024-02-08,10189,POS
291,459,2024-02-21,14746,POS
292,514,2024-02-01,8956,Online
293,398,2024-03-13,3219,POS
294,620,2024-01-27,1504,POS
295,286,2024-02-21,24618,Online
296,561,2024-03-03,14344,ATM
297,140,2024-03-14,16716,Online
298,730,2024-03-03,17032,Online
299,556,2024-01-17,22991,POS
300,781,2024-02-18,10222,Online
301,590,2024-03-21,10550,POS
302,728,2024-03-22,12018,ATM
303,610,2024-01-23,1049,POS
304,748,2024-03-12,21941,Online
305,282,2024-01-13,4162,Online
306,661,2024-01-23,5054,POS
307,578,2024-02-26,1739,ATM
308,746,2024-03-02,18483,POS
309,457,2024-02-23,3144,POS
310,87,2024-01-20,21541,POS
311,79,2024-03-26,22527,Online
312,205,2024-02-21,3444,Online
313,791,2024-01-23,22920,POS
314,337,2024-02-04,13455,POS
315,254,2024-03-07,1791,ATM
316,304,2024-02-03,24537,POS
317,380,2024-02-02,15968,Online
318,130,2024-02-15,8055,Online
319,596,2024-03-21,24379,Online
320,276,2024-02-14,24859,Online
321,699,2024-01-19,20326,POS
322,558,2024-03-27,18711,ATM
323,183,2024-01-15,1801,POS
324,268,2024-03-18,13009,POS
325,322,2024-03-06,17806,POS
326,512,2024-02-08,5890,ATM
327,612,2024-01-18,12721,Online
328,78,2024-03-10,2042,POS
329,784,2024-02-28,10683,Online
330,339,2024-02-01,8258,POS
331,674,2024-01-21,13904,ATM
332,556,2024-02-09,5765,POS
333,509,2024-01-27,11288,Online
334,238,2024-01-02,4688,Online
335,134,2024-03-20,24784,POS
336,192,2024-02-08,23534,Online
337,356,2024-03-26,9106,POS
338,278,2024-02-25,2127,Online
339,18,2024-01-13,15712,Online
340,524,2024-02-25,8501,Online
341,180,2024-03-06,21513,POS
342,123,2024-03-18,8657,ATM
343,246,2024-02-25,5692,POS
344,734,2024-01-28,3423,Online
345,373,2024-03-04,22711,Online
346,51,2024-03-11,21655,ATM
347,71,2024-03-22,1154,Online
348,480,2024-03-04,23634,POS
349,560,2024-02-25,9741,Online
350,19,2024-02-10,15207,POS
351,774,2024-02-10,1774,POS
352,84,2024-01-04,23252,ATM
353,155,2024-02-26,15874,Online
354,565,2024-01-30,15626,POS
355,619,2024-03-28,7295,Online
356,357,2024-03-24,12223,POS
357,647,2024-02-15,24304,POS
358,443,2024-02-25,3455,POS
359,69,2024-01-31,1258,Online
360,523,2024-03-28,2157,Online
361,143,2024-01-07,23232,Online
362,192,2024-03-30,5144,POS
363,387,2024-03-17,5258,Online
364,378,2024-02-23,2719,POS
365,581,2024-01-08,12045,Online
366,535,2024-02-24,24497,Online
367,693,2024-03-09,2770,POS
368,293,2024-02-13,7650,Online
369,9,2024-01-13,20471,ATM
370,271,2024-01-20,7903,POS
371,387,2024-03-18,23001,Online
372,93,2024-02-01,16098,Online
373,529,2024-02-29,14589,POS
374,154,2024-02-19,15614,Online
375,405,2024-01-27,944,Online
376,149,2024-01-25,23004,POS
377,267,2024-02-21,3714,POS
378,422,2024-03-08,19514,ATM
379,618,2024-01-21,22121,Online
380,472,2024-01-18,11071,POS
381,547,2024-02-08,13736,POS
382,631,2024-01-15,23297,Online
383,526,2024-02-22,375,POS
384,503,2024-02-07,17149,POS
385,14,2024-02-17,3417,Online
386,778,2024-02-21,15306,Online
387,652,2024-03-28,13896,POS
388,364,2024-03-12,20941,POS
389,119,2024-01-28,22557,POS
390,238,2024-03-25,9786,POS
391,546,2024-01-16,6002,POS
392,169,2024-01-16,7234,POS
393,522,2024-02-04,16463,POS
394,634,2024-01-17,9612,POS
395,657,2024-03-13,17531,ATM
396,735,2024-02-21,8976,POS
397,769,2024-03-22,11254,POS
398,780,2024-01-12,10012,POS
399,516,2024-03-23,19939,POS
400,397,2024-02-17,21835,Online
401,106,2024-01-22,19775,POS
402,85,2024-02-18,22431,Online
403,214,2024-02-21,11599,POS
404,121,2024-03-19,15163,Online
405,132,2024-01-01,23300,POS
406,197,2024-03-06,10968,POS
407,19,2024-03-04,731,POS
408,642,2024-01-08,17815,POS
409,12,2024-03-26,18281,Online
410,81,2024-01-25,19954,POS
411,330,2024-03-06,18129,Online
412,774,2024-03-13,11557,POS
413,392,2024-03-13,1637,POS
414,637,2024-03-17,21088,POS
415,307,2024-03-10,5702,Online
416,267,2024-03-19,7808,POS
417,447,2024-02-20,22581,POS
418,441,2024-02-22,5766,POS
419,652,2024-01-15,24370,Online
420,2,2024-02-19,9008,Online
421,520,2024-03-11,20750,POS
422,762,2024-03-15,4214,POS
423,651,2024-02-07,18840,POS
424,636,2024-02-09,20938,POS
425,309,2024-03-06,19894,Online
426,740,2024-02-08,13813,POS
427,522,2024-03-14,7599,POS
428,469,2024-01-17,1131,Online
429,212,2024-01-07,18913,POS
430,112,2024-02-08,16977,POS
431,8,2024-03-08,2665,POS
432,477,2024-02-04,19861,POS
433,460,2024-02-20,15823,Online
434,253,2024-02-16,22014,Online
435,526,2024-02-05,23586,POS
436,752,2024-03-04,14208,POS
437,438,2024-03-29,9017,POS
438,754,2024-01-13,6188,POS
439,661,2024-01-18,7709,ATM
440,236,2024-01-21,22516,POS
441,306,2024-03-05,13049,Online
442,478,2024-01-08,11271,Online
443,679,2024-02-17,14281,Online
444,20,2024-03-25,13428,Online
445,216,2024-02-12,11814,Online
446,135,2024-02-22,10501,Online
447,129,2024-03-25,2981,Online
448,410,2024-01-27,10283,POS
449,422,2024-01-19,11574,ATM
450,294,2024-01-23,1839,Online
451,246,2024-02-19,14038,POS
452,701,2024-02-20,9173,ATM
453,556,2024-02-12,14182,Online
454,86,2024-02-20,13084,Online
455,556,2024-03-09,10448,POS
456,375,2024-02-10,10715,ATM
457,446,2024-03-12,2474,Online
458,378,2024-01-11,11030,Online
459,390,2024-03-20,2680,ATM
460,657,2024-03-28,6999,POS
461,51,2024-03-25,8747,POS
462,242,2024-02-21,14528,Online
463,294,2024-01-23,12879,POS
464,563,2024-02-18,21258,Online
465,266,2024-02-07,14128,POS
466,120,2024-02-16,20106,POS
467,712,2024-03-12,10859,POS
468,248,2024-01-07,6304,POS
469,70,2024-03-06,22403,POS
470,57,2024-03-17,16747,POS
471,382,2024-03-02,23506,POS
472,39,2024-03-27,13125,Online
473,443,2024-01-29,3581,Online
474,18,2024-02-07,2264,POS
475,732,2024-03-24,6789,Online
476,756,2024-02-02,7647,POS
477,352,2024-01-29,20568,POS
478,298,2024-03-19,20471,ATM
479,283,2024-01-23,539,POS
480,586,2024-01-03,21405,POS
481,110,2024-02-14,20365,POS
482,180,2024-01-08,20174,ATM
483,544,2024-03-26,5330,POS
484,746,2024-01-29,24275,Online
485,794,2024-01-02,23899,POS
486,25,2024-02-19,7933,POS
487,791,2024-03-05,13310,Online
488,738,2024-01-20,5249,POS
489,57,2024-02-21,10518,Online
490,180,2024-03-25,12833,Online
491,232,2024-02-06,21288,POS
492,343,2024-03-12,15808,POS
493,477,2024-01-27,838,Online
494,799,2024-02-16,7909,POS
495,576,2024-01-06,5343,POS
496,455,2024-02-29,1424,POS
497,232,2024-02-14,14666,Online
498,289,2024-02-13,15479,Online
499,213,2024-03-23,12302,Online
500,258,2024-01-18,4445,POS
501,530,2024-03-05,9941,Online
502,687,2024-01-25,22007,POS
503,229,2024-01-27,23191,POS
504,226,2024-01-07,7607,Online
505,596,2024-02-13,24657,Online
506,435,2024-01-29,14990,Online
507,758,2024-02-13,24736,POS
508,402,2024-02-05,15842,Online
509,622,2024-01-19,9767,ATM
510,766,2024-01-06,9059,POS
511,88,2024-01-25,5968,POS
512,584,2024-01-31,18958,POS
513,542,2024-01-09,20674,POS
514,684,2024-03-24,17599,Online
515,309,2024-03-14,535,POS
516,343,2024-02-06,13153,Online
517,436,2024-01-27,15530,Online
518,177,2024-01-13,16664,Online
519,139,2024-02-10,2334,POS
520,194,2024-03-06,16841,ATM
521,186,2024-03-25,384,POS
522,218,2024-01-24,23425,Online
523,164,2024-02-13,16706,Online
524,161,2024-02-29,8256,POS
525,525,2024-01-09,7463,ATM
526,601,2024-01-02,21284,POS
527,42,2024-02-25,23242,Online
528,210,2024-01-30,13391,Online
529,741,2024-01-22,3714,Online
530,275,2024-03-15,22217,POS
531,279,2024-03-21,6277,Online
532,251,2024-01-13,17978,Online
533,310,2024-03-11,2552,POS
534,720,2024-01-16,15916,Online
535,140,2024-02-14,9700,Online
536,792,2024-03-05,15192,Online
537,546,2024-01-11,22545,POS
538,530,2024-03-10,20528,POS
539,57,2024-01-20,10333,POS
540,112,2024-03-03,6605,POS
541,5,2024-03-30,17074,ATM
542,410,2024-01-12,17638,POS
543,414,2024-03-02,17285,POS
544,182,2024-03-31,3134,Online
545,13,2024-02-11,21971,POS
546,339,2024-03-23,14547,POS
547,797,2024-03-09,13702,Online
548,259,2024-02-27,13911,Online
549,90,2024-01-05,14048,Online
550,616,2024-01-27,22621,Online
551,698,2024-01-28,14626,POS
552,250,2024-01-26,4895,Online
553,255,2024-03-31,16403,POS
554,588,2024-02-18,16060,POS
555,108,2024-01-21,14297,POS
556,668,2024-01-01,14836,POS
557,594,2024-02-27,24855,POS
558,589,2024-03-19,9043,Online
559,485,2024-02-24,17000,Online
560,258,2024-03-21,15773,POS
561,639,2024-01-26,5766,Online
562,282,2024-03-24,21757,Online
563,88,2024-01-25,6199,POS
564,204,2024-03-17,4066,POS
565,16,2024-02-02,9137,POS
566,151,2024-03-29,2202,POS
567,254,2024-03-12,16823,Online
568,188,2024-03-09,18528,POS
569,329,2024-01-06,23145,POS
570,544,2024-01-23,9247,POS
571,783,2024-01-30,16125,Online
572,397,2024-03-18,22451,POS
573,517,2024-02-23,19778,Online
574,459,2024-03-27,12907,POS
575,330,2024-01-11,24317,Online
576,169,2024-01-31,22943,ATM
577,693,2024-01-06,24171,POS
578,366,2024-01-11,21388,Online
579,178,2024-03-17,10990,Online
580,655,2024-01-12,15501,Online
581,362,2024-03-06,15796,Online
582,760,2024-02-22,1553,POS
583,639,2024-02-05,10427,POS
584,775,2024-01-17,19464,ATM
585,40,2024-01-28,16028,POS
586,416,2024-01-22,17263,ATM
587,355,2024-01-07,8878,Online
588,255,2024-01-15,20204,POS
589,143,2024-01-11,13110,Online
590,752,2024-01-24,20898,Online
591,740,2024-03-07,7064,POS
592,710,2024-01-30,14916,POS
593,577,2024-03-10,18068,Online
594,11,2024-03-06,15350,ATM
595,620,2024-03-01,17274,Online
596,26,2024-03-18,24667,POS
597,421,2024-02-10,6325,POS
598,663,2024-03-22,9404,ATM
599,221,2024-02-20,23252,POS
600,496,2024-02-13,2547,Online
601,237,2024-01-13,14943,POS
602,237,2024-03-30,3908,POS
603,219,2024-01-12,22960,POS
604,487,2024-03-22,24514,POS
605,461,2024-01-09,10314,Online
606,663,2024-03-25,837,POS
607,635,2024-02-17,6066,POS
608,144,2024-02-18,23377,POS
609,189,2024-02-22,3208,ATM
610,255,2024-02-25,23800,Online
611,68,2024-02-09,16451,POS
612,616,2024-01-24,23956,POS
613,336,2024-03-12,5800,Online
614,671,2024-02-02,11849,Online
615,409,2024-01-23,11566,POS
616,300,2024-03-17,12080,POS
617,602,2024-02-23,17983,Online
618,357,2024-02-22,24587,Online
619,256,2024-02-18,18089,Online
620,353,2024-03-18,22426,POS
621,732,2024-03-18,8641,POS
622,521,2024-03-20,5520,POS
623,524,2024-02-18,8927,POS
624,756,2024-02-29,11924,ATM
625,694,2024-03-30,6643,POS
626,284,2024-03-30,20133,Online
627,312,2024-03-05,13594,Online
628,99,2024-02-01,7152,POS
629,197,2024-03-19,8849,Online
630,482,2024-01-21,19322,Online
631,226,2024-01-18,3569,ATM
632,615,2024-02-29,20719,POS
633,618,2024-01-13,8183,POS
634,365,2024-01-24,12088,POS
635,368,2024-01-30,19995,POS
636,570,2024-01-02,5835,POS
637,590,2024-03-23,4269,Online
638,75,2024-01-25,6451,POS
639,42,2024-02-19,11779,ATM
640,422,2024-01-14,19769,POS
641,181,2024-01-06,19822,Online
642,545,2024-03-16,5937,POS
643,71,2024-03-24,9639,POS
644,568,2024-03-27,2773,Online
645,105,2024-01-30,23437,POS
646,200,2024-01-30,325,Online
647,101,2024-02-07,9621,Online
648,768,2024-02-27,11603,Online
649,307,2024-02-10,1506,Online
650,586,2024-02-26,2301,POS
651,683,2024-02-05,14881,Online
652,377,2024-03-04,335,POS
653,655,2024-01-16,7511,POS
654,678,2024-03-28,18043,POS
655,399,2024-03-18,20815,POS
656,773,2024-03-30,24240,POS
657,221,2024-03-12,1012,ATM
658,595,2024-01-14,24484,Online
659,182,2024-01-31,10330,ATM
660,307,2024-03-06,24152,POS
661,522,2024-03-08,17454,Online
662,396,2024-03-05,15427,POS
663,4,2024-02-24,13960,POS
664,281,2024-03-24,9026,Online
665,215,2024-03-18,14139,ATM
666,610,2024-02-09,868,POS
667,420,2024-01-25,17877,ATM
668,101,2024-01-25,8660,Online
669,521,2024-01-03,8873,ATM
670,573,2024-03-09,3590,Online
671,309,2024-01-26,9653,ATM
672,658,2024-02-09,16104,Online
673,510,2024-02-07,15596,POS
674,63,2024-02-07,24878,POS
675,633,2024-03-08,22133,POS
676,226,2024-01-07,21471,Online
677,105,2024-01-30,4534,Online
678,772,2024-01-19,22268,Online
679,425,2024-02-04,23334,Online
680,255,2024-02-02,16485,POS
681,429,2024-02-02,2435,POS
682,434,2024-03-18,21567,POS
683,207,2024-02-07,24336,Online
684,28,2024-01-10,5219,POS
685,682,2024-02-26,24625,POS
686,336,2024-01-28,19161,POS
687,588,2024-03-18,875,POS
688,628,2024-02-07,19023,POS
689,69,2024-01-16,10073,POS
690,746,2024-01-21,5787,ATM
691,513,2024-01-06,6145,POS
692,167,2024-02-10,4967,Online
693,730,2024-01-15,7204,POS
694,785,2024-01-03,7928,Online
695,368,2024-02-12,6809,Online
696,251,2024-02-16,21518,Online
697,686,2024-01-14,20232,Online
698,170,2024-03-06,7331,Online
699,758,2024-01-29,17896,ATM
700,90,2024-01-04,4299,Online
701,561,2024-01-26,18238,Online
702,446,2024-01-12,16059,POS
703,294,2024-01-02,15782,ATM
704,150,2024-01-17,22602,Online
705,132,2024-02-04,17869,POS
706,433,2024-01-10,24436,Online
707,59,2024-03-26,23630,Online
708,199,2024-02-12,11839,Online
709,215,2024-01-21,5380,ATM
710,561,2024-01-15,17963,POS
711,472,2024-02-04,16392,POS
712,744,2024-03-25,17229,Online
713,247,2024-03-25,24799,POS
714,382,2024-03-25,5612,POS
715,239,2024-02-29,4852,Online
716,367,2024-02-13,7034,POS
717,168,2024-01-05,4651,POS
718,560,2024-03-13,22687,POS
719,51,2024-01-18,7284,Online
720,610,2024-01-21,13062,POS
721,728,2024-03-12,20708,POS
722,689,2024-03-14,14892,Online
723,380,2024-02-20,16948,POS
724,474,2024-02-10,2855,ATM
725,80,2024-01-24,7633,POS
726,697,2024-01-24,1514,Online
727,367,2024-02-07,15102,POS
728,461,2024-02-13,5472,Online
729,539,2024-02-26,418,POS
730,452,2024-02-28,4903,POS
731,464,2024-02-03,16194,Online
732,478,2024-03-15,21715,POS
733,420,2024-03-22,1739,Online
734,707,2024-01-23,20017,POS
735,214,2024-03-26,13345,Online
736,369,2024-02-12,18186,ATM
737,114,2024-03-22,19288,ATM
738,754,2024-02-09,5264,POS
739,503,2024-02-16,13988,POS
740,636,2024-02-10,20232,ATM
741,588,2024-02-16,17689,Online
742,311,2024-01-20,22320,POS
743,469,2024-03-17,22396,Online
744,708,2024-03-05,11803,POS
745,44,2024-03-08,2688,ATM
746,415,2024-01-24,19002,POS
747,698,2024-02-05,16611,Online
748,246,2024-02-14,8407,Online
749,84,2024-01-02,12970,ATM
750,207,2024-01-28,8177,Online
751,151,2024-01-26,4861,POS
752,668,2024-01-23,4749,Online
753,528,2024-03-19,20537,ATM
754,165,2024-02-05,20845,Online
755,145,2024-03-31,15229,Online
756,37,2024-01-06,24707,Online
757,333,2024-02-04,5173,POS
758,403,2024-02-07,8636,Online
759,414,2024-02-04,10286,POS
760,45,2024-03-14,17940,POS
761,402,2024-02-22,20051,Online
762,206,2024-02-07,7164,POS
763,62,2024-02-28,15042,POS
764,420,2024-02-12,23651,POS
765,468,2024-01-04,1945,POS
766,19,2024-01-05,12897,Online
767,365,2024-03-08,4079,Online
768,300,2024-02-14,20361,POS
769,7,2024-03-20,18699,POS
770,761,2024-01-25,22841,POS
771,428,2024-03-18,2467,POS
772,117,2024-01-11,18851,Online
773,580,2024-01-29,9888,POS
774,507,2024-02-03,15265,Online
775,546,2024-03-26,11188,POS
776,706,2024-01-14,23670,POS
777,325,2024-01-24,4681,POS
778,55,2024-02-28,24049,POS
779,778,2024-02-08,1129,Online
780,42,2024-01-26,7973,POS
781,297,2024-02-12,3524,POS
782,231,2024-02-05,4787,ATM
783,453,2024-02-08,556,Online
784,394,2024-03-01,15987,POS
785,522,2024-01-16,20894,ATM
786,358,2024-02-28,20648,POS
787,444,2024-01-06,5699,Online
788,128,2024-02-25,4041,POS
789,691,2024-01-08,12322,Online
790,405,2024-01-27,21917,Online
791,392,2024-03-11,13609,POS
792,193,2024-01-27,23255,Online
793,604,2024-03-29,7259,Online
794,743,2024-02-15,865,Online
795,78,2024-02-10,23437,Online
796,85,2024-03-19,10420,Online
797,30,2024-01-25,10974,POS
798,725,2024-03-26,753,Online
799,49,2024-01-18,14060,Online
800,777,2024-01-12,7245,POS
801,145,2024-03-27,9580,Online
802,69,2024-02-20,23867,Online
803,58,2024-02-08,349,ATM
804,697,2024-03-29,16573,Online
805,574,2024-01-10,13543,POS
806,479,2024-03-14,3053,Online
807,445,2024-03-17,10328,Online
808,296,2024-02-23,12780,Online
809,678,2024-01-29,15454,Online
810,171,2024-02-10,2936,Online
811,575,2024-01-09,1156,POS
812,147,2024-03-03,11640,Online
813,484,2024-03-17,5380,Online
814,306,2024-02-06,8807,POS
815,673,2024-01-14,11846,POS
816,653,2024-03-13,19229,Online
817,609,2024-03-12,20358,Online
